MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
17993,4724,Ndufs4,6720411N02Rik|C1-18k,NADH:ubiquinone oxidoreductase core subunit S4,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,27.613,0.004,1,"literature, APEX_matrix, targetP signal+, mito protein domain+, coexpression++, MS/MS++",ENSMUSG00000021764,Q9CXZ1,175,1,MitoDomain,47,,NoMitoHomolog,NoHomolog,50-75pure,chr13,114287794,114388094,14,21,1124,8.22E+10,71,all 14,9.9,9.8,10.1,9.7,10.1,9.5,9.6,9.5,9.7,9.5,9.8,9.7,9.5,9.3,Mitochondria (Supported)
12034,11331,Phb2,AU044498|BAP|Bap37|Bcap|Bcap37|R|REA,prohibitin 2,MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones",Tmito,27.4871,0.004,1,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000004264,O35129,299,,SharedDomain,27,1.42,OrthologMitoHighConf,Homolog,75-100pure,chr6,124712288,124716945,14,32,1773,1.58E+11,92,all 14,9.9,9.5,9.7,10,10.1,10.1,9.9,8.8,10.2,10.3,10.3,9.7,10.4,10.2,Mitochondria (Enhanced)
12040,594,Bckdhb,BCKDE1B|BCKDH E1-beta,"branched chain ketoacid dehydrogenase E1, beta polypeptide",MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",MIM,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,Tmito,27.4825,0.004,1,"literature, APEX_matrix, yeast mito homolog+, Rickettsial homolog, mito protein domain+, coexpression+, MS/MS++",ENSMUSG00000032263,Q6P3A8,322,,MitoDomain,31,,OrthologMitoLowConf,Homolog,75-100pure,chr9,83948780,84124240,12,19,291,1.02E+10,75,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",7.6,8,8.2,7.6,,9.5,9.1,8.4,9.5,,8.2,9.2,8.1,8.5,Mitochondria (Supported)
24030,6183,Mrps12,AI327385|Rpm|Rpms12|rp|rps12,mitochondrial ribosomal protein S12,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.47,0.004,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS+",ENSMUSG00000045948,O35680,139,4,SharedDomain,35,0.54,OrthologMitoHighConf,Homolog,25-50pure,chr7,28739640,28741781,12,7,66,1.38E+09,48,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.1,7.9,8.2,7.7,,8.1,7.4,,7.8,7.8,8.4,7.5,8.5,8,
223722,27349,Mcat,AI225907|BC025519,malonyl CoA:ACP acyltransferase (mitochondrial),MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Lipid metabolism > Type II fatty acid synthesis,Tmito,27.3249,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000048755,Q8R3F5,381,2,SharedDomain,8,,OrthologMitoHighConf,Ortholog,50-75pure,chr15,83546796,83555711,10,14,73,1.14E+09,51,"spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",,,,7,8.2,7.6,,7.1,8.4,7.2,7.9,7.2,8.4,8.5,Mitochondria (Supported)
67707,79590,Mrpl24,2010005E08Rik|2810470K06Rik|6720473G22Rik|AA407670,mitochondrial ribosomal protein L24,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.3249,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000019710,Q9CQ06,216,2,SharedDomain,6,,OrthologMitoHighConf,Ortholog,50-75pure,chr3,87919543,87923433,13,17,115,2.78E+09,73,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.5,8.3,8.3,7.6,,8.2,8,6.4,8.2,8.4,8.7,7.2,8.9,7.8,
68537,28998,Mrpl13,1110002D09Rik,mitochondrial ribosomal protein L13,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.3164,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000022370,Q9D1P0,178,3,SharedDomain,17,1.14,HomologMitoHighConf,Ortholog,75-100pure,chr15,55534094,55557312,14,15,262,6.22E+09,85,all 14,8.7,8.5,8.8,8.2,8.8,8.6,8.1,7.7,8.6,8.5,9.2,8.1,8.8,8.5,
110821,5095,Pcca,C79630,"propionyl-Coenzyme A carboxylase, alpha polypeptide",MitoCarta3.0,"literature, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Propanoate metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Vitamin metabolism > Biotin utilizing proteins,Tmito,27.2531,0.004,1,"literature, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",ENSMUSG00000041650,Q91ZA3,724,1,SharedDomain,37,0.95,NoMitoHomolog,Homolog,75-100pure,chr14,122534327,122889944,14,64,2204,1.51E+11,81,all 14,9.6,9.5,9.6,9.5,10.8,10.1,9.5,9.5,10.4,9.4,10,10.2,9.5,9.7,Mitochondria (Supported)
27397,63875,Mrpl17,MRP-|MRP-L26|Rpm|Rpml26,mitochondrial ribosomal protein L17,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.2274,0.004,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS",ENSMUSG00000030879,Q9D8P4,176,1,SharedDomain,13,,OrthologMitoHighConf,Ortholog,50-75ambig,chr7,105803781,105811087,14,14,162,2.34E+09,56,all 14,8,7.9,8.2,7.6,8,8.2,7.6,7.2,8.2,8.4,8.9,7.5,8.5,8.1,
26926,9131,Aifm1,A|AIF|AIFsh2|Hq|Pdcd|Pdcd8,"apoptosis-inducing factor, mitochondrion-associated 1",MitoCarta3.0,"literature, APEX_IMS, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein import and sorting > MIA40 | OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors | Mitochondrial dynamics and surveillance > Apoptosis",Tmito,27.2249,0.004,1,"literature, APEX_IMS, targetP signal, yeast mito homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000036932,Q9Z0X1,612,3,SharedDomain,43,1.96,HomologMitoLowConf,NoHomolog,75-100pure,chrX,48474943,48513426,14,47,2105,1.13E+11,75,all 14,9.4,8.9,9.4,9.4,10.4,10.2,9.7,9.5,10,9.8,10,10.1,9.9,9.7,
12857,1327,Cox4i1,AL024441|CO|COX|COX IV-1|COXIV|Cox4|Cox4a|IV-1,cytochrome c oxidase subunit 4I1,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",MIM,OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits,Tmito,27.1525,0.004,1,"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain+, coexpression++, MS/MS++",ENSMUSG00000031818,P19783,169,2,MitoDomain,48,,NoMitoHomolog,NoHomolog,75-100pure,chr8,120668289,120674209,14,26,1801,3.76E+11,79,all 14,10.4,10.3,10.6,10.3,10.8,10.3,10.5,9.8,10.1,10.4,10.6,10.5,10.3,10.5,Mitochondria (Supported)
68493,29078,Ndufaf4,1110007M04Rik|3000003G13Rik|AW214064,NADH:ubiquinone oxidoreductase complex assembly factor 4,MitoCarta3.0,"APEX_matrix, GFP, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,27.1417,0.004,1,"APEX_matrix, GFP, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000028261,Q9D1H6,173,5,MitoDomain,44,1.45,NoMitoHomolog,NoHomolog,75-100pure,chr4,24898082,24905001,14,21,337,7.27E+09,80,all 14,9,8.8,9,8.7,8.6,9.2,8.7,8,8.5,8,8.7,8.2,8.1,8.3,Mitochondria (Supported)
71998,399512,Slc25a35,1810012H11Rik,"solute carrier family 25, member 35",MitoCarta3.0,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,Small molecule transport > SLC25A family,Tmito,27.1155,0.004,1,"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000018740,Q5SWT3,300,,MitoDomain,17,1.87,OrthologMitoLowConf,NoHomolog,75-100pure,chr11,68968130,68972515,10,20,176,4.38E+09,90,"cerebrum, cerebellum, kidney, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.4,7,,,8.1,,,6.1,8.9,7.3,9.4,8.8,8,8.6,Mitochondria;Vesicles (Approved)
65111,7818,Dap3,4921514D13Rik|DAP|DAP-3|MRP-S29|S29mt,death associated protein 3,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,27.0648,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, coexpression, MS/MS++",ENSMUSG00000068921,Q9ER88,396,2,MitoDomain,8,,OrthologMitoHighConf,NoHomolog,50-75pure,chr3,88920802,88950282,14,19,182,4.90E+09,64,all 14,7.8,7.6,7.8,8.2,9,8.2,7.4,7.1,8.5,9,8.8,8.3,9,8.4,Mitochondria;Nucleoplasm (Supported)
11949,509,Atp5c1,1700094F02Rik|Atp5f1c,"ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1",MitoCarta3.0,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,27.0536,0.004,1,"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++",ENSMUSG00000025781,Q91VR2,298,5,SharedDomain,NA,1.54,OrthologMitoHighConf,Ortholog,75-100pure,chr2,10056030,10080510,14,34,3012,2.27E+11,79,all 14,10.3,10,10.3,10.4,10.2,10.1,10.4,9.3,10.2,10.4,10.2,10.1,10.3,9.9,
67863,8402,Slc25a11,2310022P18Rik|2ox|2oxoc,"solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11",MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport > SLC25A family,Tmito,27.0334,0.004,1,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000014606,Q9CR62,314,,MitoDomain,24,1.31,OrthologMitoLowConf,NoHomolog,75-100pure,chr11,70644026,70647039,14,30,1717,1.22E+11,81,all 14,10.2,10,10.2,10.2,9.6,9.7,10.4,9.3,9.7,9.8,9.6,9.6,9.9,9.3,
30057,26521,Timm8b,Tim8|Tim8b,translocase of inner mitochondrial membrane 8B,MitoCarta3.0,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",Tmito,27.0334,0.004,1,"literature, yeast mito homolog+, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000039016,P62077,83,,MitoDomain,25,1.21,OrthologMitoLowConf,NoHomolog,75-100pure,chr9,50603900,50605320,13,7,123,3.30E+09,90,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.4,8.4,8.4,7.8,8.5,8.7,7,,8.2,8.6,8.4,8.5,8.4,8.6,
68332,644096,Sdhaf1,0610010E21Rik|AI430885|AW490662|Lyr|Lyrm8,succinate dehydrogenase complex assembly factor 1,MitoCarta3.0,"literature, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression+, MS/MS",Matrix,OXPHOS > Complex II > CII assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,26.9478,0.004,1,"literature, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression+, MS/MS",ENSMUSG00000074211,Q3U276,118,1,MitoDomain,32,0.96,HomologMitoHighConf,NoHomolog,25-50ambig,chr7,30321408,30322375,12,6,54,6.82E+08,48,"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",7.8,7.7,8,7.1,8.1,,7.6,7.3,7.9,,8.1,7,7.4,7.5,Mitochondria (Approved)
27395,29088,Mrpl15,HSPC1|HSPC145|MRP|MRP-L7|Rp|Rpml7,mitochondrial ribosomal protein L15,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.9181,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS",ENSMUSG00000033845,Q9CPR5,295,3,SharedDomain,9,2.17,OrthologMitoHighConf,Ortholog,50-75ambig,chr1,4773199,4785726,12,22,118,3.16E+09,68,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,7.6,7.3,8,8.3,7.5,,,8.4,8.4,9.1,7.4,8.9,8.4,
11655,211,Alas1,A|ALAS|ALAS-N|Al|Alas-1|Alas-h,aminolevulinic acid synthase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",Matrix,Metabolism > Metals and cofactors > Heme synthesis and processing,Tmito,26.8679,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000032786,Q8VC19,642,3,MitoDomain,12,1.93,OrthologMitoLowConf,Homolog,0-25pure,chr9,106233454,106247954,5,11,27,1.81E+08,17,"liver, heart, adipose, largeintestine, placenta",,,,,,8.1,6.6,,7.5,,6.3,,7.2,,Mitochondria (Enhanced)
66531,56942,Cmc2,1110046L09Rik|2310061C15Rik|DC13,COX assembly mitochondrial protein 2,MitoCarta3.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",IMS,OXPHOS > Complex IV > CIV assembly factors | OXPHOS > OXPHOS assembly factors,Tmito,26.8673,0.004,1,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",ENSMUSG00000014633,Q8K199,79,,MitoDomain,28,2.74,OrthologMitoHighConf,NoHomolog,75-100ambig,chr8,116888684,116921436,10,11,58,2.05E+08,90,"cerebrum, cerebellum, spinalcord, liver, heart, adipose, largeintestine, stomach, placenta, testis",7.2,7.1,,6.8,,7.6,6.5,,7.5,,7.5,6.9,7.6,7.2,Mitochondria (Supported)
320717,160760,Pptc7,9130017A15Rik|AA672638|AI848390|TA-PP2C,PTC7 protein phosphatase homolog,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++",Matrix,Signaling,Tmito,26.8466,0.004,1,"APEX_matrix, targetP signal, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++",ENSMUSG00000038582,Q6NVE9,310,4,MitoDomain,21,3.53,HomologMitoHighConf,NoHomolog,50-75pure,chr5,122284397,122324281,9,11,70,8.94E+08,50,"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, largeintestine, placenta, testis",7.9,7.8,7.7,8.1,,,7.6,7.4,,,7.6,,7.9,8.6,Cytosol;Plasma membrane (Approved)
12041,10295,Bckdk,AI327402|BCKD-ki,branched chain ketoacid dehydrogenase kinase,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",Matrix,Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid dehydrogenase complex,Tmito,26.8237,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",ENSMUSG00000030802,O55028,412,2,MitoDomain,4,,OrthologMitoLowConf,Ortholog,50-75pure,chr7,127904072,127909664,13,16,144,2.92E+09,50,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8,7.9,,8.4,8.4,7.3,7.5,8,8.7,8.1,8.5,8.7,8.7,8,Mitochondria (Supported)
56551,25828,Txn2,2510006J11Rik|AI788873|Trx|Trx2,thioredoxin 2,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+",Matrix,Metabolism > Vitamin metabolism > Vitamin C metabolism | Metabolism > Detoxification > ROS and glutathione metabolism,Tmito,26.8067,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+",ENSMUSG00000005354,P97493,166,2,SharedDomain,47,1.23,HomologMitoLowConf,Homolog,25-50pure,chr15,77915050,77928994,14,8,220,4.78E+09,42,all 14,8.3,8.2,8.2,8,8.8,8.9,7.7,7.4,8.6,8.9,8.6,8.1,8.8,8.6,Mitochondria (Enhanced)
20917,8801,Suclg2,AF171077|AW556404|D6Wsu120|D6Wsu120e|G-SCS|GTPSCS|SCS-betaG,"succinate-Coenzyme A ligase, GDP-forming, beta subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,26.7837,0.004,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++",ENSMUSG00000061838,Q9Z2I8,433,2,SharedDomain,27,,OrthologMitoLowConf,Homolog,75-100pure,chr6,95473008,95718846,14,40,1126,7.16E+10,76,all 14,8,8,8.2,8.6,10.3,10.1,9.1,8.6,9.5,9.9,10.1,9.8,9.4,9.6,Mitochondria;Plasma membrane (Supported)
67414,55669,Mfn1,2310002F04Rik|6330416C07Rik|D3Ertd265|D3Ertd265e|HR|HR2|mKIAA4032,mitofusin 1,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",MOM,Mitochondrial dynamics and surveillance > Fusion | Mitochondrial dynamics and surveillance > Organelle contact sites,Tmito,26.6973,0.004,1,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+",ENSMUSG00000027668,Q811U4,741,,MitoDomain,20,2.39,OrthologMitoHighConf,NoHomolog,25-50pure,chr3,32529481,32579225,10,25,99,8.98E+08,39,"cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis",,8,8,7.4,7.9,,,7.9,7.5,,8.2,7,7.7,8.4,Mitochondria (Supported)
230075,4712,Ndufb6,CI-B17|Gm137,NADH:ubiquinone oxidoreductase subunit B6,MitoCarta3.0,"literature, APEX_IMS, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,26.5865,0.004,1,"literature, APEX_IMS, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000071014,Q3UIU2,128,,MitoDomain,49,1.72,NoMitoHomolog,NoHomolog,75-100pure,chr4,40270662,40279368,14,19,962,7.79E+10,86,all 14,9.9,9.7,10,9.8,10.1,9.5,9.7,9.2,9.6,9.7,9.8,9.7,9.5,9.4,Mitochondria (Enhanced)
68202,4698,Ndufa5,2900002J19Rik|CI-13kD-B,NADH:ubiquinone oxidoreductase subunit A5,MitoCarta3.0,"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits,Tmito,26.5865,0.004,1,"literature, APEX_matrix, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000023089,Q9CPP6,116,,MitoDomain,46,1.96,NoMitoHomolog,NoHomolog,75-100pure,chr6,24518665,24527687,14,19,1396,7.49E+10,92,all 14,9.9,9.7,10,9.5,10.1,9.7,9.6,9.3,9.6,9.7,9.7,9.7,9.4,9.4,
53375,10651,Mtx2,1500012G02Rik,metaxin 2,MitoCarta3.0,"literature, mito protein domain+, induction, coexpression++, MS/MS++",MOM,"Protein import, sorting and homeostasis > Protein import and sorting > SAM | Mitochondrial dynamics and surveillance > Intramitochondrial membrane interactions",Tmito,26.5865,0.004,1,"literature, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000027099,O88441,263,,MitoDomain,48,2.05,NoMitoHomolog,NoHomolog,75-100pure,chr2,74825811,74876748,14,18,701,4.56E+10,81,all 14,9.9,9.7,9.8,9.3,9.6,9.3,9.6,8.4,9.3,8.9,9.4,9.1,9.5,9.6,Mitochondria (Supported)
239017,55753,Ogdhl,-,oxoglutarate dehydrogenase-like,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,26.5807,0.003,1,"APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain+, MS/MS++",ENSMUSG00000021913,E9Q7L0,1029,1,MitoDomain,NA,,OrthologMitoLowConf,Homolog,50-75pure,chr14,32322018,32347820,14,78,3832,2.99E+11,66,all 14,10.6,10.5,10.8,9.8,10.6,9.3,10.4,10.2,10,10.3,10,10.1,9.9,10.1,Nucleoli fibrillar center (Approved)
110446,38,Acat1,6330585C21Rik|Ac|Acat,acetyl-Coenzyme A acetyltransferase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Ketone metabolism | Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism,Tmito,26.4203,0.003,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",ENSMUSG00000032047,Q8QZT1,424,2,SharedDomain,39,2.25,NoMitoHomolog,Homolog,75-100pure,chr9,53580521,53610350,14,41,2937,3.41E+11,80,all 14,10,9.4,9.8,9.9,11,10.7,10.5,9.7,10.3,10.4,10.1,10.6,10.2,10.2,Mitochondria (Enhanced)
67856,79746,Echdc3,2310005D12Rik|AI662097,enoyl Coenzyme A hydratase domain containing 3,MitoCarta3.0,"targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++",Matrix,0,Tpossible_mito,26.4113,0.003,1,"targetP signal, yeast mito homolog+, mito protein domain, induction, coexpression, MS/MS++",ENSMUSG00000039063,Q9D7J9,300,2,SharedDomain,17,1.37,OrthologMitoLowConf,NoHomolog,75-100pure,chr2,6188464,6212994,9,21,218,1.00E+10,77,"spinalcord, kidney, liver, heart, adipose, largeintestine, stomach, placenta, testis",,,,7.3,9.1,9.8,8.7,,9.3,,8,8.2,7.6,8.6,
353242,219927,Mrpl21,BC028768|L21mt|MRP-L21,mitochondrial ribosomal protein L21,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,26.3513,0.003,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000024829,Q9D1N9,216,2,SharedDomain,13,,OrthologMitoHighConf,Ortholog,25-50pure,chr19,3283046,3292837,14,11,137,2.03E+09,50,all 14,8.4,8,8.2,7.5,7.9,8.2,8,7.3,7.9,7.8,8.8,7.8,8.4,7.9,Mitochondria;Nucleoplasm (Approved)
56748,27247,Nfu1,0610006G17Rik|CGI-3|CGI-33|Hi|Hirip5,NFU1 iron-sulfur cluster scaffold,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,26.3513,0.003,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+",ENSMUSG00000029993,Q9QZ23,256,2,SharedDomain,11,,OrthologMitoHighConf,Ortholog,25-50pure,chr6,87009835,87028461,14,8,197,1.03E+10,45,all 14,9.3,9.1,9.1,8.9,8.9,8.7,8.6,7.6,8.9,8.3,9,8.2,8.9,8.7,Cytosol (Supported)
