Gene names,m1_1_LFQ,m2_1_LFQ,m3_1_LFQ,m4_1_LFQ,m5_1_LFQ,m1_2_LFQ,m2_2_LFQ,m3_2_LFQ,m4_2_LFQ,m5_2_LFQ,m1_3_LFQ,m2_3_LFQ,m3_3_LFQ,m4_3_LFQ,m5_3_LFQ,m1_4_LFQ,m2_4_LFQ,m3_4_LFQ,m4_4_LFQ,m5_4_LFQ,m1_5_LFQ,m2_5_LFQ,m3_5_LFQ,m4_5_LFQ,m5_5_LFQ,m1_6_LFQ,m2_6_LFQ,m3_6_LFQ,m4_6_LFQ,m5_6_LFQ,m1_7_LFQ,m2_7_LFQ,m3_7_LFQ,m4_7_LFQ,m5_7_LFQ,m1_8_LFQ,m2_8_LFQ,m3_8_LFQ,m4_8_LFQ,m5_8_LFQ,Q-value,Score,Sequence coverage [%],Razor + unique peptides,MS/MS Count,Razor + unique peptides m1_1,Razor + unique peptides m2_1,Razor + unique peptides m3_1,Razor + unique peptides m4_1,Razor + unique peptides m5_1,Razor + unique peptides m1_2,Razor + unique peptides m2_2,Razor + unique peptides m3_2,Razor + unique peptides m4_2,Razor + unique peptides m5_2,Razor + unique peptides m1_3,Razor + unique peptides m2_3,Razor + unique peptides m3_3,Razor + unique peptides m4_3,Razor + unique peptides m5_3,Razor + unique peptides m1_4,Razor + unique peptides m2_4,Razor + unique peptides m3_4,Razor + unique peptides m4_4,Razor + unique peptides m5_4,Razor + unique peptides m1_5,Razor + unique peptides m2_5,Razor + unique peptides m3_5,Razor + unique peptides m4_5,Razor + unique peptides m5_5,Razor + unique peptides m1_6,Razor + unique peptides m2_6,Razor + unique peptides m3_6,Razor + unique peptides m4_6,Razor + unique peptides m5_6,Razor + unique peptides m1_7,Razor + unique peptides m2_7,Razor + unique peptides m3_7,Razor + unique peptides m4_7,Razor + unique peptides m5_7,Razor + unique peptides m1_8,Razor + unique peptides m2_8,Razor + unique peptides m3_8,Razor + unique peptides m4_8,Razor + unique peptides m5_8,MS/MS Count m1_1,MS/MS Count m2_1,MS/MS Count m3_1,MS/MS Count m4_1,MS/MS Count m5_1,MS/MS Count m1_2,MS/MS Count m2_2,MS/MS Count m3_2,MS/MS Count m4_2,MS/MS Count m5_2,MS/MS Count m1_3,MS/MS Count m2_3,MS/MS Count m3_3,MS/MS Count m4_3,MS/MS Count m5_3,MS/MS Count m1_4,MS/MS Count m2_4,MS/MS Count m3_4,MS/MS Count m4_4,MS/MS Count m5_4,MS/MS Count m1_5,MS/MS Count m2_5,MS/MS Count m3_5,MS/MS Count m4_5,MS/MS Count m5_5,MS/MS Count m1_6,MS/MS Count m2_6,MS/MS Count m3_6,MS/MS Count m4_6,MS/MS Count m5_6,MS/MS Count m1_7,MS/MS Count m2_7,MS/MS Count m3_7,MS/MS Count m4_7,MS/MS Count m5_7,MS/MS Count m1_8,MS/MS Count m2_8,MS/MS Count m3_8,MS/MS Count m4_8,MS/MS Count m5_8,Protein IDs,Majority protein IDs,Protein names,Gene names,GOBP slim name,GOCC slim name,KEGG name,Fasta headers,,,,,,,,,,,,,,,,,,,,
Mrpl47,26.73802,26.64127,25.99281,27.06404,26.75557,26.50516,27.19225,26.62031,27.06157,26.7265,27.00335,26.69936,26.77568,26.93382,26.78319,26.91832,26.98283,26.20708,26.84864,26.6421,27.1379,27.65765,26.76888,27.36494,26.74317,26.81176,27.28754,26.73905,27.09838,26.90369,26.64609,27.01797,26.56149,27.09003,26.49204,26.59363,26.57267,24.41196,26.70477,26.62157,0,17.059,42.1,10,195,8,6,4,8,6,8,7,5,7,7,7,7,8,9,4,5,6,5,6,6,8,7,4,7,6,3,8,7,6,7,4,5,6,7,4,3,4,1,5,6,7,4,3,10,7,8,3,4,8,6,8,7,7,10,4,4,6,3,5,4,6,8,2,5,2,2,6,5,5,5,3,5,5,5,1,1,4,0,4,3,Q8K2Y7,Q8K2Y7,"39S ribosomal protein L47, mitochondrial",Mrpl47,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q8K2Y7|RM47_MOUSE 39S ribosomal protein L47, mitochondrial OS=Mus musculus GN=Mrpl47 PE=1 SV=2",,,,,,,,,,,,,,,,,,,,
Mrpl48,26.1103,26.24932,25.80614,26.2057,26.23012,26.22149,26.49303,26.29625,25.54793,26.3434,26.75341,26.58792,26.03668,26.18962,26.43162,26.50681,26.40685,26.16077,26.42377,26.34525,26.76699,26.70359,26.07902,26.43304,26.74599,26.77191,26.38662,26.41117,26.65253,26.55486,26.46747,26.34728,26.17417,26.58133,26.33328,26.3456,26.03166,25.10362,26.46261,26.42308,0,16.873,29.2,3,172,3,3,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,4,3,5,5,4,4,2,4,3,4,5,4,4,6,4,6,5,5,5,4,5,4,5,5,3,4,6,5,4,4,3,5,6,5,4,4,5,1,5,3,A0A140LHT6;E9QPQ8;Q8JZS9;A0A140LI38;A0A140LHD4,A0A140LHT6;E9QPQ8;Q8JZS9,"39S ribosomal protein L48, mitochondrial",Mrpl48,,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">tr|A0A140LHT6|A0A140LHT6_MOUSE 39S ribosomal protein L48, mitochondrial OS=Mus musculus GN=Mrpl48 PE=1 SV=1;>tr|E9QPQ8|E9QPQ8_MOUSE 39S ribosomal protein L48, mitochondrial OS=Mus musculus GN=Mrpl48 PE=1 SV=1;>sp|Q8JZS9|RM48_MOUSE 39S ribosomal protein L4",,,,,,,,,,,,,,,,,,,,
Mrpl49,26.2176,26.02414,25.70804,26.2084,25.57488,25.87183,25.85141,25.78412,26.29011,25.92202,26.41983,25.93148,25.68215,26.15352,26.20712,26.36177,25.94557,25.54625,26.01301,25.79471,26.39973,26.84326,26.13796,26.46321,26.05323,26.32279,26.03699,25.86573,26.0134,25.86337,26.11638,25.93141,26.00877,26.1454,25.68923,26.77869,25.75006,26.24027,26.00005,26.03137,0,19.209,41,5,208,4,2,2,3,2,4,2,3,2,2,4,4,3,4,3,4,2,2,3,2,4,4,4,4,3,4,5,3,3,4,4,5,3,4,3,2,3,2,3,3,8,3,3,5,4,8,4,3,4,3,7,5,5,7,5,7,4,3,5,2,7,7,6,6,4,5,7,7,5,7,7,7,5,5,4,4,5,4,6,5,Q9CQ40,Q9CQ40,"39S ribosomal protein L49, mitochondrial",Mrpl49,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;organelle;ribonucleoprotein complex;ribosome,,">sp|Q9CQ40|RM49_MOUSE 39S ribosomal protein L49, mitochondrial OS=Mus musculus GN=Mrpl49 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl50,24.85633,24.96768,24.89546,25.57704,25.80708,25.50558,25.65595,24.9428,25.64713,25.81946,18,25.12313,25.10685,25.39084,25.51707,25.28154,25.5083,25.41625,25.13504,25.80828,24.99774,25.99555,25.24031,25.61389,25.63542,25.70332,25.87528,18,25.37471,25.96243,25.39594,25.62547,25.49948,25.4656,25.19686,25.44177,25.49826,25.48791,25.34018,25.53943,0,4.9181,16.4,2,82,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,2,2,0,2,1,2,2,1,2,2,1,2,1,2,2,2,0,0,1,2,1,2,2,2,4,1,1,2,1,2,2,2,1,2,3,2,4,1,5,1,4,2,0,3,2,3,3,2,4,2,2,3,1,3,2,Q8VDT9,Q8VDT9,"39S ribosomal protein L50, mitochondrial",Mrpl50,,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q8VDT9|RM50_MOUSE 39S ribosomal protein L50, mitochondrial OS=Mus musculus GN=Mrpl50 PE=1 SV=2",,,,,,,,,,,,,,,,,,,,
Mrpl51,25.39545,24.68292,24.95212,24.93885,25.03922,24.90298,25.01146,24.85966,24.74996,24.68346,25.76284,24.00744,25.0748,25.17554,24.78786,25.30389,25.08768,18,25.07463,24.98442,25.26055,25.28718,25.25764,24.96908,18,24.80139,25.43654,25.19295,25.08837,24.7967,18,24.66373,25.21175,25.09047,24.70683,25.12084,25.21464,25.24974,24.96217,18,0,5.5331,32.8,4,51,3,2,1,3,3,2,1,2,1,1,3,2,3,2,3,2,3,0,3,3,2,2,1,4,0,2,4,3,3,2,1,3,3,2,1,2,3,1,1,0,3,2,0,1,1,2,1,0,1,1,2,0,2,2,2,2,1,0,1,1,3,4,1,1,0,0,2,1,5,1,1,0,1,3,0,1,2,0,0,0,Q9CPY1,Q9CPY1,"39S ribosomal protein L51, mitochondrial",Mrpl51,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;macromolecular complex;ribonucleoprotein complex,,">sp|Q9CPY1|RM51_MOUSE 39S ribosomal protein L51, mitochondrial OS=Mus musculus GN=Mrpl51 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl53,26.57137,26.52981,25.99942,26.27414,26.2159,26.61316,26.49155,26.23809,26.82723,26.19131,26.50154,26.3958,25.91868,26.40912,26.18352,26.52495,26.35954,26.00084,26.35452,26.22037,26.59121,27.04667,26.63589,26.6224,26.2835,26.40319,26.39865,26.47291,26.36526,26.38489,26.52753,26.10446,25.95658,26.47914,26.12932,26.98631,25.85131,26.60187,26.44019,26.14176,0,18.23,64.4,5,165,1,4,1,4,2,3,3,1,3,3,3,1,2,3,3,3,3,3,4,3,2,3,4,3,4,3,4,3,3,4,4,4,3,3,4,3,4,2,2,4,3,5,2,6,3,5,3,3,4,4,4,1,4,3,6,4,4,3,3,3,4,5,5,7,4,4,5,5,4,5,5,5,6,5,4,3,4,2,8,2,Q9D1H8,Q9D1H8,"39S ribosomal protein L53, mitochondrial",Mrpl53,,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q9D1H8|RM53_MOUSE 39S ribosomal protein L53, mitochondrial OS=Mus musculus GN=Mrpl53 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl54,18,25.24474,18,25.30027,25.18843,25.14126,18,24.92134,18,25.27448,25.58345,25.72749,24.84307,25.06233,24.97163,25.50603,25.64647,24.93841,25.09736,25.3533,25.50712,25.57597,25.83769,24.88474,25.52193,25.68517,25.64436,25.032,25.09636,25.12633,25.69011,25.42313,24.66758,25.19974,25.24558,25.74888,24.85481,25.01962,25.18431,24.78975,0,8.2879,49.6,3,35,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,2,0,1,1,1,1,2,1,0,2,0,2,1,1,1,1,1,2,2,1,0,0,1,0,2,0,0,1,1,1,1,Q9CPW3,Q9CPW3,"39S ribosomal protein L54, mitochondrial",Mrpl54,,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q9CPW3|RM54_MOUSE 39S ribosomal protein L54, mitochondrial OS=Mus musculus GN=Mrpl54 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl55,24.91579,24.44006,24.68945,25.28655,25.23951,25.02416,25.19261,25.05532,25.94049,25.02576,25.38801,24.89412,24.92751,24.75944,24.8992,24.78167,25.1341,25.27327,24.48745,24.74796,25.46828,25.3685,25.05747,25.54837,25.182,25.11267,25.15553,24.75318,25.19031,25.29558,25.33634,24.71251,25.00453,25.4106,25.29642,25.8629,24.88162,25.49063,25.44028,25.12491,0,5.1336,37.8,4,48,4,1,2,1,1,2,1,2,1,2,3,1,3,2,1,1,1,1,1,1,3,1,2,3,3,2,2,2,2,2,2,1,1,2,1,1,3,1,2,2,3,0,1,0,0,1,1,2,1,0,2,2,0,2,2,0,0,0,1,0,4,2,1,4,2,1,1,1,0,1,0,2,1,2,1,2,1,1,2,1,Q9CZ83,Q9CZ83,"39S ribosomal protein L55, mitochondrial",Mrpl55,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;macromolecular complex;ribonucleoprotein complex,,">sp|Q9CZ83|RM55_MOUSE 39S ribosomal protein L55, mitochondrial OS=Mus musculus GN=Mrpl55 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl57,24.26134,24.3057,24.28122,24.79298,24.58434,24.63151,24.69541,24.75353,24.44202,24.48056,24.9872,24.22361,18,24.22111,24.4837,24.56697,23.99981,24.42918,24.56349,24.53819,24.63589,25.10498,24.74088,24.79996,24.72573,25.49088,24.98416,24.37544,25.06956,24.57629,25.19914,24.64779,24.50749,24.89768,24.20113,24.94789,23.8956,18,24.9888,25.36135,0.0063675,2.2373,12.7,1,23,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,2,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,2,1,1,0,1,0,0,1,0,1,1,Q9CQF8,Q9CQF8,"Ribosomal protein 63, mitochondrial",Mrpl57,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;organelle;ribonucleoprotein complex;ribosome,,">sp|Q9CQF8|RT63_MOUSE Ribosomal protein 63, mitochondrial OS=Mus musculus GN=Mrpl57 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrpl9,26.96653,26.67115,26.64361,26.97104,27.05931,27.1775,28.19329,26.3768,27.21141,26.95859,27.02602,27.1048,26.74701,26.88507,26.77417,27.15625,27.18679,26.42461,27.23096,27.08871,27.43722,27.54429,26.99916,27.07989,26.96675,27.03328,27.15412,26.73299,26.83219,26.81201,26.96532,26.45568,26.5072,27.10229,26.89597,27.47398,26.39599,27.48938,26.98772,26.97279,0,13.742,45.7,12,132,5,7,4,6,6,5,3,5,4,6,8,3,5,7,6,6,5,5,5,7,7,5,5,6,6,5,5,4,5,6,7,4,4,8,6,5,4,3,5,5,4,1,2,3,3,2,1,4,4,3,8,1,3,7,1,1,2,2,4,4,8,2,2,7,3,2,2,2,3,4,4,1,4,5,5,6,1,5,3,3,Q99N94;Q3UK02,Q99N94;Q3UK02,"39S ribosomal protein L9, mitochondrial",Mrpl9,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q99N94|RM09_MOUSE 39S ribosomal protein L9, mitochondrial OS=Mus musculus GN=Mrpl9 PE=1 SV=2;>tr|Q3UK02|Q3UK02_MOUSE 39S ribosomal protein L9, mitochondrial OS=Mus musculus GN=Mrpl9 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrps10,25.47219,25.76714,24.998,25.67069,25.06534,25.40054,25.68177,24.98776,25.3759,25.2382,25.28785,25.54731,24.92175,24.74078,25.002,25.176,25.28387,24.69487,25.22869,25.06328,25.47661,25.47246,24.86259,25.52698,18,24.46339,25.46607,25.79159,25.28008,25.47079,25.3669,24.75567,24.90683,25.32396,25.21264,25.67061,25.45466,18,25.29077,24.42803,0,12.581,38.8,5,61,2,2,1,4,3,3,4,3,5,3,2,3,2,2,2,2,2,2,2,2,3,2,1,3,0,2,1,2,2,2,1,1,2,2,2,2,1,0,3,1,2,1,1,5,2,4,4,2,4,3,1,2,2,2,1,2,2,0,1,2,3,0,1,4,0,0,1,1,1,1,0,0,1,0,1,2,1,0,1,0,E9QJS0;G5E8U8;G5E8U5;Q80ZK0;D3Z6K5,E9QJS0;G5E8U8;G5E8U5;Q80ZK0,"28S ribosomal protein S10, mitochondrial",Mrps10,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;macromolecular complex;ribonucleoprotein complex;small ribosomal subunit,,">tr|E9QJS0|E9QJS0_MOUSE 28S ribosomal protein S10, mitochondrial OS=Mus musculus GN=Mrps10 PE=1 SV=1;>tr|G5E8U8|G5E8U8_MOUSE 28S ribosomal protein S10, mitochondrial OS=Mus musculus GN=Mrps10 PE=1 SV=1;>tr|G5E8U5|G5E8U5_MOUSE 28S ribosomal protein S10, mit",,,,,,,,,,,,,,,,,,,,
Mrps11,26.21754,26.02458,26.27307,26.58735,26.44771,26.42384,26.15056,26.56696,26.47245,26.50115,26.76497,26.66112,26.34177,26.53634,26.5136,26.66953,26.59035,26.08472,26.40191,26.34726,26.80267,26.96895,26.35837,26.78007,26.3395,26.70477,26.51461,26.00949,26.67559,26.14715,26.67331,26.25151,25.84336,26.52965,26.05507,26.67775,25.96367,26.22555,26.51054,26.17186,0,7.4062,29.3,4,192,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,3,2,3,3,4,5,4,6,5,4,2,4,4,6,8,5,4,5,4,4,6,4,6,4,5,7,6,5,4,6,5,5,6,4,6,5,6,4,5,2,4,3,6,4,Q3U8Y1;Q9DCA2,Q3U8Y1;Q9DCA2,"28S ribosomal protein S11, mitochondrial",Mrps11,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;macromolecular complex;ribonucleoprotein complex;small ribosomal subunit,,">tr|Q3U8Y1|Q3U8Y1_MOUSE 28S ribosomal protein S11, mitochondrial OS=Mus musculus GN=Mrps11 PE=1 SV=1;>sp|Q9DCA2|RT11_MOUSE 28S ribosomal protein S11, mitochondrial OS=Mus musculus GN=Mrps11 PE=1 SV=2",,,,,,,,,,,,,,,,,,,,
Mrps12,25.9139,26.2998,26.07769,26.38426,26.62464,26.91764,25.46759,26.29388,25.50673,26.61611,26.46838,26.40133,26.1412,26.2139,26.64499,26.58262,26.62324,26.30395,26.61246,26.72871,26.6637,27.02981,26.11789,26.70517,26.56382,26.86372,26.06291,26.37107,26.59363,26.17758,26.81556,26.1924,26.14795,26.92739,26.32821,25.60261,26.04571,25.33258,26.19543,26.17289,0,6.2654,33.1,3,84,3,3,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,3,2,3,3,2,2,3,1,2,1,2,2,2,3,2,2,2,5,0,2,1,2,2,5,2,2,2,2,2,1,2,2,2,1,2,1,2,3,2,2,2,1,3,3,2,3,1,1,3,2,2,3,O35680;E9PUY1,O35680;E9PUY1,"28S ribosomal protein S12, mitochondrial",Mrps12,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;small ribosomal subunit,,">sp|O35680|RT12_MOUSE 28S ribosomal protein S12, mitochondrial OS=Mus musculus GN=Mrps12 PE=2 SV=1;>tr|E9PUY1|E9PUY1_MOUSE 28S ribosomal protein S12, mitochondrial (Fragment) OS=Mus musculus GN=Mrps12 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrps14,24.95704,25.73482,24.8616,25.22446,25.86219,25.01018,25.59642,24.8521,25.81604,25.71607,25.81629,25.34388,24.73567,26.00984,25.88302,25.02981,25.37329,24.2143,25.17805,25.5297,25.42915,25.55007,25.33821,25.81597,25.49622,25.12912,25.97327,25.59466,25.85581,25.67818,24.76855,25.24989,25.48895,25.72101,26.14373,25.41542,25.73407,24.95283,25.30306,25.27014,0,7.7965,23,2,78,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,3,2,2,4,2,3,3,1,2,3,3,2,5,0,3,2,2,1,2,3,2,3,2,2,1,1,0,3,1,1,2,1,1,1,2,0,1,3,1,D3Z2K2;Q9CR88,D3Z2K2;Q9CR88,"28S ribosomal protein S14, mitochondrial",Mrps14,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;macromolecular complex;membrane;ribonucleoprotein complex;small ribosomal subunit,,">tr|D3Z2K2|D3Z2K2_MOUSE 28S ribosomal protein S14, mitochondrial OS=Mus musculus GN=Mrps14 PE=1 SV=1;>sp|Q9CR88|RT14_MOUSE 28S ribosomal protein S14, mitochondrial OS=Mus musculus GN=Mrps14 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrps15,27.56921,26.96202,26.93641,27.48562,27.12859,27.42902,27.75831,27.03044,27.6981,27.2128,27.26213,27.6797,27.22692,27.32027,27.32843,27.65294,27.35355,27.0055,27.20834,27.3864,27.52283,27.8031,27.27702,27.81781,27.37318,28.08654,27.49205,27.1756,27.27035,27.33211,27.46638,27.0102,26.70464,27.4369,26.94559,27.66499,26.86065,26.96202,27.40389,27.49312,0,31.743,42.2,11,306,7,8,7,8,9,6,7,8,6,8,8,4,7,8,6,9,7,7,8,8,8,8,5,9,7,9,8,7,9,6,8,6,6,9,5,3,8,2,8,7,11,6,8,7,4,9,10,10,10,7,11,6,7,6,7,12,10,7,7,8,13,8,8,10,7,8,7,7,7,5,10,5,5,7,4,6,6,6,8,6,Q9DC71,Q9DC71,"28S ribosomal protein S15, mitochondrial",Mrps15,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;membrane;mitochondrion;organelle;ribonucleoprotein complex;small ribosomal subunit,,">sp|Q9DC71|RT15_MOUSE 28S ribosomal protein S15, mitochondrial OS=Mus musculus GN=Mrps15 PE=1 SV=2",,,,,,,,,,,,,,,,,,,,
Mrps16,18,24.93719,18,18,25.11343,18,25.7682,25.17748,18,25.16062,25.79059,24.79922,25.08123,26.02483,24.75817,24.92298,25.37935,18,25.6732,25.22953,24.73629,25.7985,25.14643,25.20165,18,18,25.80838,24.86646,25.03628,25.32869,24.39526,25.09953,25.70559,25.22986,25.20251,18,25.07476,25.46619,24.41306,18,0,5.164,47.4,6,25,0,1,0,0,1,0,1,1,0,2,1,2,1,2,1,1,1,0,1,2,2,2,3,2,0,0,3,1,2,1,1,3,2,3,2,0,4,1,1,0,0,0,0,0,0,0,2,1,0,0,2,4,0,1,0,0,0,0,1,0,1,3,1,0,0,0,3,0,0,0,0,2,2,0,0,0,2,0,0,0,Q9CPX7,Q9CPX7,"28S ribosomal protein S16, mitochondrial",Mrps16,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;small ribosomal subunit,,">sp|Q9CPX7|RT16_MOUSE 28S ribosomal protein S16, mitochondrial OS=Mus musculus GN=Mrps16 PE=1 SV=1",,,,,,,,,,,,,,,,,,,,
Mrps17,25.78873,26.33062,25.51111,26.58678,26.03836,26.01359,26.87138,25.75096,26.60442,26.21908,26.22918,26.34413,25.84393,26.16565,26.14488,26.24857,26.54869,25.82124,26.51057,26.12116,26.02397,27.24264,25.86505,26.69684,26.32838,26.10251,26.56636,25.70147,26.39924,26.43406,26.20363,25.96129,25.53878,26.28886,26.08164,26.46044,25.85396,26.03324,26.49205,26.22569,0,22.051,51.7,4,146,2,3,1,4,3,3,3,3,3,3,3,2,3,4,4,2,3,3,3,2,2,2,2,2,1,1,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,5,1,5,5,6,4,4,4,5,6,2,4,6,7,4,5,3,5,3,2,4,3,5,1,1,7,0,6,2,4,2,3,3,3,1,2,1,6,4,Q9CQE3;D3Z198;D3YWF8,Q9CQE3;D3Z198;D3YWF8,"28S ribosomal protein S17, mitochondrial",Mrps17,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome,,">sp|Q9CQE3|RT17_MOUSE 28S ribosomal protein S17, mitochondrial OS=Mus musculus GN=Mrps17 PE=1 SV=1;>tr|D3Z198|D3Z198_MOUSE 28S ribosomal protein S17, mitochondrial (Fragment) OS=Mus musculus GN=Mrps17 PE=1 SV=1;>tr|D3YWF8|D3YWF8_MOUSE 28S ribosomal protein",,,,,,,,,,,,,,,,,,,,
Mrps18a,24.52151,23.97509,18,24.38601,23.71827,24.43593,18,18,18,24.19828,24.2839,24.1937,23.97832,24.243,23.83345,24.22758,23.99757,23.60093,24.14266,18,24.51647,18,24.2126,24.34848,18,24.48971,24.45036,24.3664,23.95908,23.99507,24.39571,23.80213,23.85424,24.15058,23.78237,18,24.09144,18,24.2514,24.00316,0,8.1175,26,4,44,2,1,0,1,1,1,0,0,0,1,3,1,1,2,1,1,1,1,1,0,2,0,1,1,0,1,2,1,1,1,1,2,1,1,1,1,2,0,2,1,1,1,0,1,0,0,0,0,0,2,2,1,1,3,1,2,2,0,1,0,3,0,1,2,0,1,2,0,3,1,1,2,1,2,1,1,1,0,2,2,Q5U5I3;Q99N85;D3Z603,Q5U5I3;Q99N85;D3Z603,"28S ribosomal protein S18a, mitochondrial",Mrps18a,biosynthetic process;cellular metabolic process;cellular process;macromolecule metabolic process;metabolic process;primary metabolic process;protein metabolic process;translation,cell part;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;macromolecular complex;mitochondrion;organelle;ribonucleoprotein complex;ribosome;small ribosomal subunit,,">tr|Q5U5I3|Q5U5I3_MOUSE 28S ribosomal protein S18a, mitochondrial OS=Mus musculus GN=Mrps18a PE=1 SV=1;>sp|Q99N85|RT18A_MOUSE 28S ribosomal protein S18a, mitochondrial OS=Mus musculus GN=Mrps18a PE=2 SV=1;>tr|D3Z603|D3Z603_MOUSE 28S ribosomal protein S18a,",,,,,,,,,,,,,,,,,,,,
